author	comment
@sam1770	 @aryannegi3670  You should go for CS50's Hardvard one
@aritraghoshal8869	I have been thinking of opting for this one lately but I am constantly having second thoughts. Can anyone suggest a better course that would be of more value to a potential employer,
@aldeen9190	I think this is not free anymore
@ahmadnaveed4860	Hi Greg. I am completely new to the development world with background in sociology. No background in coding whatsoever. I have been wanting to start learning development for the past 2 years, but it is overwhelming not knowing where to start from. Can you please advise?
@I---student-of-knowledge---I	which is the best course for python if i have time.
@toddboucher3302	Yea going to but looking to get a base to take Cisco devnet class or maybe switch to cloud computing. Think it should be enough.\nAny other suggestions
@onyx3451	I have been learning python for 1 month, is it fine to take this course?
@mikhailsoze	What alternative recommendation do you have to beginners who, and whom 'employers would be impressed' if you took? thanks
@mikhailsoze	 @GregHogg  Super appreciate the quick response. You are great and will recommend this channel.
@Litehamer	I’m new to programming .  I tried CS50 but just don’t have enough time between work and family , for 2-3 hour lectures.  I’m considering this as may enhance my current role .   Is it genuinely beginner friendly?
@agustinrosinski8965	hi greg, i've just started the IBM data science professional certificate and I'm really excited about it, should I follow it with Andrew Ng's machine learning or deep learning specialization? I really like both but i can't tell which one is better
@agustinrosinski8965	 @GregHogg  thank you so much!
@nkosimaphumulo1979	The problem is that most python courses are just like this. Once you get the basics, it becomes very difficult to grow as a programmer through online courses. The best thing past learning the basics is doing a project, reading the documentations and getting good at copying code from stockoverflow.
@vincent4384	 @GregHogg  I'm a noob - I think i'll just learn this course on freecodecamp and use actual accomplishments afterwards as credit instead of taking the coursera cert
@Imeanwhy_21	 @GregHogg  ok we have a bad course give us where to find a good one
@mefrim9772	Should I finish this specialization after finishing Angela Yu 100 Bootcamp Python, MIT - Introduction to computing with Python and CS50?
@omarsplaytimechannel	I wanted to take this to get CERTIFIED  at python. But i's already familiar with it so what course should I do? To get certified
@ayoubtouti4846	im not familiar with python so i will take this course \nbut u said its not enough to master the python so what you suggest me to do or a course to take after finishing this one?
@a.nasser411	Hi \nCan you please review the Data Science Road Map that had been created by Coursera.
@michaelrobinson8382	I've been interested intrigued with UofM material but I m already in deep in other courses. I'm at the portfolio stage.
@Kxneki2433	Should I go with Python for Everybody (or) Google IT Automation with Python???
@abiriabdullah4832	can anyone tell me where should i start learning python im completely lost i need free resources and proper guidance please help
@mmarva3597	Merci Greg, what do you recommend instead ?
@abhayjackful	Should i do this course or python bootcamp zero to mastery udemy? Which one do you recommend? I am beginner at programming
@jutthoney9891	Hey man where I can learn python intermediate course for free  I will be waiting for your reply
@meno7888	Could you do a review of IBM devops and software engineering from coursera please and is it a good start to become a software engineer?
@kalaharimtraders4795	Hi Greg, what can you advise someone who wants to make a career change from business entering the IT industry? I have been told about Python but read your comment that its become so common. Which courses are worth doing knowing I will be able to get a job offer? Thanks in advance
@abiriabdullah4832	hi greg hogg please could you advice me , i want to master most important languages for cybersecurity and python is one of it. where should i start as i have zero knowledge of programming ? thanks in advance
@or251j	I will take just to get a little bit more familiar with programing, I think it may be a good introduction.
@hasbun88	Hey Greg, thanks for the review, what would you recommend to a newbie like myself to do AFTER this course that probably is in Coursera?
@hasbun88	 @GregHogg  python
@atharvakedar2537	Hey people i want to ask you that what if i completed all the 5 courses in this specialization?? will i  get a certificated issued by university of michigan??
